"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
432,"C","A","C",9999,1,"GA",2,2,1,3,1,,1,1,"TRUMP",10,98,98,2,4,4,,,,1,1,2,4,2,4,4,98,1,4,98,98,2,999,999,999,3,5,1,1,98,98,2,1,2,3,3,4,1,2,,,2,,3,4,,1,"10/25/2017 4:12:38",1.69
433,"C","B","C",9999,3,"MA",1,3,1,1,1,,2,98,"ICE CAPS",1,1,4,2,2,2,,,,1,2,2,1,1,4,4,1,2,2,2,2,98,999,999,999,4,1,1,98,98,2,2,4,1,3,2,4,4,1,2,,2,4,3,3,6,1,"10/25/2017 4:15:44",0.795
434,"C","A","C",9999,1,"NY",1,4,1,2,2,,2,2,"NEWS AND SEEING TEMP PATTERNS",6,1,1,1,1,1,,,,2,1,1,1,1,4,4,1,1,2,1,4,2,999,999,999,4,2,1,5,5,1,1,4,1,4,1,4,2,1,1,2,4,2,2,2,4,1,"10/25/2017 4:22:28",0.79
435,"C","B","C",9999,4,"FL",2,1,1,1,1,,1,1,"SCIENTFIC DATA",4,1,1,4,4,3,,,,1,1,1,4,4,4,1,1,1,4,4,4,4,999,999,999,2,1,1,5,5,1,4,4,2,2,4,4,1,2,1,2,2,1,3,3,,1,"10/25/2017 4:31:39",1.18
436,"C","A","C",9999,3,"FL",2,98,1,1,2,,2,98,"ARTHRITIS AND I CAN TELL",10,2,2,1,2,98,,,,1,1,1,1,1,1,98,98,1,98,2,98,98,999,999,999,5,3,1,5,5,2,3,3,2,3,2,4,2,2,6,,4,2,4,3,3,2,"10/25/2017 4:35:24",1.045
437,"C","B","C",9999,1,"GA",2,2,1,1,1,,1,1,"SCIENTIFIC DATA AND ARTICLES IN MAGAZINES",4,2,1,1,2,1,,,,1,2,2,1,1,1,3,1,1,1,1,1,4,999,999,999,5,1,1,2,2,1,2,4,1,1,1,4,6,1,2,,5,1,5,4,4,2,"10/25/2017 4:42:26",1.13
438,"C","A","C",9999,2,"OH",3,3,1,1,1,,2,1,"WE DONT TAKE OUR PLANET SERIOUSLY",10,2,1,1,1,1,,,,1,1,1,2,2,2,1,98,1,2,3,2,2,999,999,999,4,1,1,2,5,2,2,4,1,4,2,4,2,2,1,1,3,1,3,4,3,2,"10/25/2017 4:51:00",1.79
439,"C","B","C",9999,1,"WI",3,5,1,1,1,,1,1,"NOT SURE",10,1,1,4,4,2,,,,1,1,1,1,4,4,1,1,1,4,4,4,4,999,999,999,1,5,1,5,5,1,4,4,1,98,3,4,1,2,1,1,2,4,3,4,,2,"10/25/2017 4:56:36",2.03
440,"C","A","C",9999,3,"MD",2,5,2,,,,,,,,,,,,,1,"DATA FROM UNBIASED GROUPS",5,3,3,3,2,4,4,1,3,4,1,4,4,1,999,999,999,1,5,5,5,5,3,4,1,4,1,1,4,1,1,1,1,2,4,2,1,6,1,"10/25/2017 5:05:53",0.795
441,"C","B","D",9999,2,"IL",3,3,1,1,1,,1,1,"WATCHING DOCUMENTARIES",6,1,2,1,1,1,,,,1,1,2,1,3,1,1,2,2,1,1,1,1,999,999,999,5,4,1,4,5,2,1,4,2,1,1,1,4,10,1,2,3,3,2,3,6,2,"10/25/2017 8:21:50",1.19
442,"C","A","D",9999,3,"AZ",4,1,1,1,1,,2,1,"WILD FIRES A LOT MORE OF THEM",3,2,1,1,4,1,,,,1,2,2,1,98,1,1,98,1,1,2,98,4,999,999,999,4,2,1,98,1,1,1,2,1,98,3,4,1,9,2,,2,1,2,3,2,2,"10/25/2017 8:22:18",3.045
443,"C","B","D",9999,1,"NY",1,3,1,1,1,,1,1,"SEEING WHAT HAPPENING AROUND YOU",2,1,3,2,2,1,,,,1,1,1,1,2,1,2,2,2,4,4,4,4,999,999,999,4,4,1,2,4,1,4,4,4,4,2,4,2,1,6,,3,1,4,3,,2,"10/25/2017 8:28:43",1.43
444,"C","A","D",9999,2,"UT",4,2,1,2,1,,2,1,"DOING RESEARCH AND WATCHING VIDEOS",4,2,2,98,2,98,,,,2,2,3,4,3,2,1,2,2,3,2,2,2,999,999,999,4,2,1,3,3,3,4,3,98,2,98,98,6,1,7,,2,98,3,3,6,1,"10/25/2017 8:33:54",1.31
445,"C","B","D",9999,3,"UT",4,4,1,1,1,,1,2,"REPORTS ON TV ABOUT ICE CAPS",6,2,2,2,3,1,,,,2,2,2,2,2,4,98,1,1,2,4,1,1,999,999,999,2,5,2,2,2,1,3,4,1,3,4,1,5,1,,,2,4,2,2,6,1,"10/25/2017 8:45:11",0.795
446,"C","A","D",9999,1,"UT",4,1,1,1,1,,1,1,"BEING ALIVE AND AWARE",2,1,1,98,1,1,,,,1,2,1,1,1,1,98,1,1,1,1,1,2,999,999,999,5,3,1,1,1,1,3,4,1,2,2,98,3,10,6,,3,3,4,4,5,2,"10/25/2017 8:50:09",1.35
447,"C","B","D",9999,3,"GA",2,98,1,2,98,,4,1,"WATCHING",2,1,98,1,98,2,,,,1,1,1,98,2,98,98,98,1,2,3,3,4,999,999,999,5,1,1,3,5,2,3,2,2,4,2,4,1,1,6,,5,4,3,4,,2,"10/25/2017 8:50:44",0.695
448,"C","A","D",9999,3,"IA",3,4,1,1,1,,1,1,"ABUSING THE PLANET",8,1,1,1,1,1,,,,1,1,1,4,1,1,1,1,1,1,1,1,98,999,999,999,5,1,1,1,4,1,2,4,1,2,1,4,5,1,1,2,2,1,4,4,6,2,"10/25/2017 8:51:38",1.135
449,"C","B","C",9999,1,"NE",3,1,1,1,1,,1,1,"SCIENTISTS HAVE PROVEN IT",4,1,3,1,1,1,,,,1,1,1,1,1,1,98,3,1,2,4,2,3,999,999,999,5,2,1,98,4,1,2,4,1,98,2,3,2,1,1,2,4,4,4,3,,1,"10/26/2017 4:48:50",0.86
450,"C","A","C",9999,1,"FL",2,2,2,,,,,,,,,,,,,2,"THE MEDIA IS MAKING YOU THINK THAT",4,3,3,3,3,4,3,3,98,1,98,4,3,4,999,999,999,2,4,1,4,5,4,1,2,2,2,2,1,1,1,1,2,2,1,3,2,,2,"10/26/2017 4:50:33",1.81
451,"C","B","C",9999,1,"MI",3,5,98,,,,,,,,,,,,,,,,2,2,2,98,4,4,3,98,1,1,98,3,3,999,999,999,2,2,2,4,4,2,3,4,2,4,2,98,1,10,6,,3,,3,98,,1,"10/26/2017 4:53:40",1.01
452,"C","A","C",9999,1,"TX",2,5,1,1,3,2,1,98,"I LIVE IN CENTRAL TEXAS",2,1,3,1,4,1,,,,1,2,2,98,1,3,98,98,1,1,1,1,4,999,999,999,4,3,1,3,5,1,2,2,1,4,4,4,2,1,6,,2,2,3,3,1,2,"10/26/2017 5:12:51",1.96
453,"C","B","D",9999,4,"CO",4,2,1,1,3,1,1,1,"WEATHER PATTERNS ARE EXTREME",3,1,1,1,2,2,,,,1,1,1,1,1,3,4,4,98,4,2,2,4,999,999,999,4,1,3,5,4,1,4,4,4,4,4,4,2,1,,,4,1,2,4,,1,"10/26/2017 8:31:30",0.35
454,"C","A","D",9999,3,"MD",2,3,1,2,1,,2,2,"FOSSIL FUELS",8,2,3,2,2,2,,,,2,2,2,2,2,2,3,2,2,2,3,3,3,999,999,999,3,4,2,2,2,2,2,2,3,3,4,3,6,1,2,,4,4,3,2,6,1,"10/26/2017 8:36:36",0.185
455,"C","B","D",9999,2,"CA",4,1,1,1,3,1,1,1,"SHE STUDIED IT IN COLLEGE",4,1,1,1,4,1,,,,1,1,1,4,1,1,2,2,1,4,1,1,98,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,6,2,1,1,4,3,5,4,2,2,"10/26/2017 8:36:49",1.57
456,"C","A","D",9999,4,"CA",4,5,2,,,,,,,,,,,,,1,"GOD IS IN CONTROL OF EVERYTHING",6,3,3,3,2,2,4,4,98,3,98,4,4,4,999,999,999,1,3,1,5,5,1,2,2,3,2,2,2,2,1,1,2,4,,1,1,5,1,"10/26/2017 8:43:31",0.35
457,"C","B","D",9999,1,"CA",4,2,1,2,1,,1,1,"ICE CAPS",1,1,3,2,2,1,,,,1,1,2,2,2,3,2,2,2,1,1,1,4,999,999,999,4,2,1,5,5,1,2,2,2,4,2,3,3,1,6,,3,3,2,3,2,1,"10/26/2017 8:45:53",1.23
458,"C","A","D",9999,4,"FL",2,1,1,1,1,,1,1,"WHATEVER WE ARE PUTTING INTO THE ATMOSPHERE IS CAUSING IT",8,1,1,1,2,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,999,999,999,5,5,1,1,2,1,1,4,2,2,1,98,98,10,6,,4,4,3,4,2,2,"10/26/2017 8:48:10",0.75
459,"C","B","C",9999,3,"GA",2,2,98,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,98,1,1,4,98,98,999,999,999,3,3,98,3,5,3,2,4,2,2,2,4,1,1,1,2,4,2,3,3,,2,"10/30/2017 7:59:18",0.695
460,"C","A","C",9999,3,"AZ",4,1,1,1,1,,1,1,"ALL THE SCIENCE",4,1,3,2,2,2,,,,1,1,1,98,1,1,2,2,1,98,2,2,3,999,999,999,5,2,2,2,3,2,2,4,1,4,1,3,6,1,1,2,4,1,5,4,6,2,"10/30/2017 8:07:00",0.525
461,"C","B","C",9999,1,"ID",4,2,2,,,,,,,,,,,,,1,"WEATHER",1,2,2,2,98,2,3,98,4,1,2,4,4,4,999,999,999,3,,2,5,5,1,4,2,1,4,1,3,2,1,1,2,5,2,3,3,,2,"10/30/2017 8:10:42",1.2
462,"C","A","C",9999,2,"MO",3,3,2,,,,,,,,,,,,,1,"NO PARTICULAR REASON",8,3,3,3,1,2,98,4,4,1,2,4,4,98,999,999,999,1,98,1,2,4,2,4,4,2,98,98,1,2,1,1,1,4,2,3,2,2,2,"10/30/2017 8:18:23",1.35
463,"C","B","C",9999,3,"CA",4,5,98,,,,,,,,,,,,,,,,1,1,1,2,2,2,4,2,2,2,2,3,3,999,999,999,4,2,2,4,98,3,2,3,2,98,2,3,3,1,98,,3,3,98,4,2,2,"10/30/2017 8:21:12",1.065
464,"C","A","C",9999,4,"IN",3,5,2,,,,,,,,,,,,,1,"ITS A  NATURAL OCCURANCE",2,3,3,3,2,4,2,98,3,1,2,2,3,2,999,999,999,2,2,1,5,5,1,3,4,4,4,1,4,1,1,2,,3,4,3,4,1,1,"10/30/2017 8:21:54",0.73
465,"C","B","C",9999,4,"TX",2,5,2,,,,,,,,,,,,,3,"ITS NOT AS HOT",1,3,3,3,2,3,4,4,4,4,3,1,2,4,999,999,999,1,5,5,4,5,5,4,3,4,2,2,1,3,1,1,2,2,1,3,3,6,2,"10/30/2017 8:33:11",1.13
466,"C","A","C",9999,1,"CA",4,5,1,1,3,1,1,1,"SCIENTIFIC EVIDENCE",4,2,4,4,4,2,,,,1,2,3,1,2,2,1,4,1,98,2,2,2,999,999,999,5,1,1,1,4,2,2,4,1,2,1,2,4,9,7,,3,4,3,2,2,1,"10/30/2017 8:37:02",2.83
467,"C","B","C",9999,1,"VA",2,2,1,1,3,1,1,1,"FOSSIL FUEL USE",8,1,2,1,2,1,,,,1,2,98,98,1,1,98,1,1,1,1,4,4,999,999,999,4,1,1,1,98,1,1,4,1,4,1,4,2,2,1,2,3,4,4,4,2,1,"10/30/2017 8:39:14",1.45
468,"C","A","C",9999,1,"CA",4,1,1,2,1,,2,1,"WILDFIRES HAPPENING",3,1,2,1,4,1,,,,1,2,2,2,2,3,3,98,1,1,2,2,98,999,999,999,3,4,1,2,2,98,2,3,1,98,2,2,1,9,2,,2,1,3,4,,2,"10/30/2017 8:39:29",3.42
469,"C","B","C",9999,2,"CA",4,2,1,1,1,,1,1,"IN MY OWN RESEARCH THIS IS WHAT I THINK",10,1,2,1,2,1,,,,1,1,1,2,2,2,2,2,2,2,2,2,3,999,999,999,5,2,2,2,2,2,2,2,2,4,2,3,5,1,2,,5,1,4,4,6,1,"10/30/2017 8:41:49",0.7
470,"C","A","C",9999,4,"NC",2,5,2,,,,,,,,,,,,,1,"CYCLICAL",2,2,2,2,4,4,4,4,2,4,1,4,4,2,999,999,999,3,5,5,5,5,5,1,1,2,1,98,1,3,1,1,1,3,2,1,1,4,1,"10/30/2017 8:47:31",0.51
471,"C","B","C",9999,1,"MN",3,2,1,2,3,1,1,1,"INCREASE TEMPS JUST IN MN",2,1,1,98,1,1,,,,1,1,1,1,1,1,2,2,1,1,1,1,4,999,999,999,4,2,1,1,5,1,98,4,1,4,1,4,2,1,1,1,3,1,3,4,3,1,"10/30/2017 8:50:59",1.22
472,"C","A","C",9999,3,"FL",2,2,1,1,1,,1,1,"LONG TERM DATA",4,1,2,98,3,1,,,,1,1,1,4,1,1,4,2,1,2,1,1,1,999,999,999,5,1,1,1,1,1,1,4,2,4,1,4,5,5,6,,5,98,98,98,98,1,"10/30/2017 8:56:24",0.915
473,"C","B","D",9999,1,"GA",2,2,1,1,1,,1,2,"BURNING OF GASES FROM CARS",8,2,1,4,2,2,,,,1,1,1,1,4,3,2,2,1,4,2,2,2,999,999,999,4,2,1,3,4,1,2,4,2,4,4,4,2,1,6,,3,4,4,3,,2,"11/1/2017 4:08:29",1.43
474,"C","A","D",9999,2,"NY",1,3,1,2,2,,2,2,"NATURAL CHANGES IN THE ENVIRONMENT",9,98,98,2,2,2,,,,1,2,2,2,1,2,4,98,1,2,2,2,98,999,999,999,3,4,2,2,4,1,98,3,2,3,2,4,2,2,4,,5,1,4,4,4,2,"11/1/2017 4:25:18",1.36
475,"C","B","D",9999,1,"FL",2,5,2,,,,,,,,,,,,,1,"FICTION",9,2,3,3,2,4,4,1,4,3,2,4,4,4,999,999,999,1,5,1,5,5,4,4,1,4,1,1,2,1,1,2,,4,2,1,1,6,1,"11/1/2017 4:30:08",0.69
476,"C","A","D",9999,1,"TX",2,2,1,1,3,1,2,1,"OZONE LAYER AND ICE CAPS MELTING",10,1,2,1,4,2,,,,1,1,1,1,2,3,1,2,1,1,1,98,4,999,999,999,4,1,1,2,5,1,98,1,2,3,1,4,2,10,6,,2,2,2,4,4,1,"11/1/2017 4:30:12",1.32
477,"C","B","D",9999,1,"PA",1,98,2,,,,,,,,,,,,,1,"RESEARCH",5,3,3,3,98,3,3,1,2,3,98,4,4,1,999,999,999,1,2,4,4,4,2,2,3,4,98,1,3,1,1,2,,4,2,1,3,4,1,"11/1/2017 4:31:47",0.79
478,"C","A","D",9999,3,"MA",1,2,1,1,1,,2,1,"HOTTER",2,1,1,1,2,1,,,,1,2,2,4,2,4,1,4,1,3,2,1,3,999,999,999,4,1,1,5,5,1,1,4,1,1,2,4,6,1,7,,4,3,4,4,98,2,"11/1/2017 4:37:44",0.695
479,"C","A","D",9999,2,"MD",2,1,1,1,1,,1,1,"WATER LEVELS INCREASING THE NORTH POLE IS DISAPPEARING",11,1,1,1,1,1,,,,1,1,1,1,1,98,4,1,1,1,1,1,1,999,999,999,5,1,1,2,5,1,2,1,1,4,4,1,3,1,6,,3,1,4,4,1,2,"11/1/2017 4:40:15",1.59
480,"C","B","D",9999,,"PA",1,2,1,1,1,,1,1,"ICEBERGS ARE MELTING",1,1,2,1,1,1,,,,1,1,2,1,1,1,2,1,1,1,1,1,4,999,999,999,4,1,1,1,1,1,1,4,1,4,1,4,3,1,1,2,4,4,4,4,,2,"11/1/2017 4:48:24",0.89
481,"C","A","D",9999,1,"NY",1,5,1,1,1,,1,1,"EVIDENCE",4,1,1,1,1,1,,,,1,1,1,4,1,2,4,1,1,1,1,2,4,999,999,999,5,1,1,2,1,1,98,4,1,4,1,4,6,1,3,,4,1,5,4,6,2,"11/1/2017 4:48:37",1.03
482,"C","B","D",9999,1,"NJ",1,2,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,3,2,2,2,,,,1,1,2,2,1,3,1,1,2,1,1,2,3,999,999,999,4,1,1,2,2,2,2,4,1,4,2,4,6,5,5,,4,1,4,4,5,1,"11/1/2017 4:59:31",1.42
483,"C","A","D",9999,4,"NY",1,3,2,,,,,,,,,,,,,3,"DESTRUCTION IN THE WORLD, BY HUMANS",9,1,1,1,98,3,98,2,2,1,98,1,3,4,999,999,999,4,98,98,2,2,2,98,98,2,2,2,98,2,1,3,,4,1,4,,,1,"11/1/2017 5:03:16",0.35
484,"C","B","D",9999,2,"MA",1,5,98,,,,,,,,,,,,,,,,2,2,3,2,1,4,4,4,1,3,1,98,98,999,999,999,98,1,4,4,5,5,1,2,1,3,3,98,1,1,2,,4,2,4,3,,1,"11/1/2017 5:05:44",0.87
485,"C","A","D",9999,4,"VA",2,5,98,,,,,,,,,,,,,,,,98,98,98,98,3,98,98,98,2,98,98,98,98,999,999,999,98,98,2,4,4,2,3,98,98,98,2,3,1,1,6,,2,3,2,4,,1,"11/1/2017 5:17:21",0.96
486,"C","B","D",9999,3,"CA",4,1,1,2,2,,3,2,"MORE HEAT",2,98,1,1,2,2,,,,2,2,2,3,2,98,4,2,1,2,4,1,2,999,999,999,2,1,1,5,5,1,1,1,3,4,4,4,1,9,1,2,3,2,2,3,3,2,"11/1/2017 5:18:24",2.655
487,"C","A","D",9999,2,"NC",2,2,1,1,1,,1,1,"BASIC SCIENCE AND WEATHER PATTERNS",4,1,1,1,1,1,,,,1,2,2,98,98,98,4,2,1,3,2,2,2,999,999,999,5,1,1,2,4,1,2,4,1,1,2,4,3,1,,,5,4,3,4,4,2,"11/1/2017 5:24:37",1.14
488,"C","B","D",9999,3,"CA",4,2,1,1,1,,2,98,"ICEBERGS ARE SMALLER",1,1,3,2,2,2,,,,1,1,1,1,4,4,1,2,1,2,2,1,1,999,999,999,3,3,1,5,5,1,2,98,4,1,1,1,2,10,1,2,4,2,3,2,4,2,"11/1/2017 5:24:42",0.545
489,"C","A","D",9999,2,"TX",2,2,1,2,1,,2,1,"ICEBERGS",1,1,2,2,2,2,,,,1,1,3,4,2,2,3,4,2,4,1,1,2,999,999,999,4,1,1,5,5,2,1,3,1,1,2,4,5,1,3,,4,,,1,,2,"11/1/2017 5:30:18",1.21
490,"C","B","D",9999,4,"IN",3,2,2,,,,,,,,,,,,,2,"NOT ENOUGH DATA",3,2,2,2,2,2,3,3,2,1,3,3,4,4,999,999,999,2,5,5,5,5,2,4,4,4,1,2,2,1,1,1,2,2,2,1,2,,1,"11/1/2017 5:36:05",0.96
491,"C","A","D",9999,,"CA",4,1,1,1,98,,1,1,"BECAUSE PEOPLE ARE SICK, CANCER, ETC",10,1,1,1,4,2,,,,1,2,2,1,98,98,4,98,1,98,2,98,2,999,999,999,4,2,1,2,2,2,98,3,2,1,4,4,1,10,2,,2,1,2,3,2,2,"11/1/2017 5:42:59",1.56
492,"C","B","D",9999,1,"CO",4,5,1,2,1,,2,1,"OUR FACTORIES",8,1,1,4,1,3,,,,1,1,1,4,4,4,4,98,1,4,4,1,2,999,999,999,3,98,1,1,5,5,2,4,4,1,3,4,1,5,2,,3,2,3,4,2,1,"11/1/2017 5:43:21",1.79
493,"C","A","D",9999,3,"AZ",4,1,1,1,1,,1,1,"ITS GETTING WARMER EVERY YEAR",2,1,1,1,1,1,,,,1,1,1,3,2,2,98,2,2,2,2,2,3,999,999,999,5,2,2,2,4,2,2,3,2,3,2,98,98,1,98,,4,4,5,4,6,2,"11/1/2017 5:44:07",0.525
494,"C","B","D",9999,1,"WA",4,1,2,,,,,,,,,,,,,1,"WE STILL HAVE WINTERS",1,3,3,3,2,4,4,98,98,1,4,98,98,4,999,999,999,1,5,1,5,5,2,4,4,98,98,4,4,1,1,6,,3,3,2,3,1,2,"11/1/2017 5:46:45",1.58
495,"C","A","D",9999,2,"NV",4,5,2,,,,,,,,,,,,,1,"IT’S THE SAME AS IT WAS WHEN HE WAS YOUNG",1,3,3,3,2,2,4,2,4,1,4,,4,2,999,999,999,1,2,2,5,5,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,,1,"11/1/2017 5:56:02",1.48
496,"C","B","D",9999,4,"CA",4,1,1,1,3,1,1,1,"HOT, LACK OF WATER IN WINTER, OCEAN DEPTH IS SHALLOWER THAN IN THE PAST",2,1,1,4,1,1,,,,2,2,2,1,1,4,4,1,1,4,2,1,3,999,999,999,5,5,1,2,5,1,1,2,1,4,1,1,3,2,6,,5,2,1,2,4,1,"11/1/2017 5:56:16",0.5
497,"C","A","D",9999,2,"ME",1,2,1,1,1,,1,1,"NOAA",4,1,3,1,3,1,,,,1,1,1,3,2,2,3,2,1,3,1,1,4,999,999,999,5,1,1,2,2,2,4,4,1,4,1,4,6,1,1,2,5,1,5,4,6,2,"11/1/2017 5:59:01",1.04
498,"C","B","D",9999,3,"MN",3,3,1,1,3,1,1,1,"SCIENTIFIC RESEARCH",4,1,1,2,1,1,,,,1,1,1,4,1,1,2,2,1,1,2,1,4,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,6,1,2,,3,1,4,4,6,2,"11/1/2017 6:07:13",0.755
499,"C","A","D",9999,2,"GA",2,5,1,1,1,,1,1,"HURRICANES",3,1,1,1,1,1,,,,1,1,2,1,1,1,4,98,1,98,2,1,4,999,999,999,5,1,1,1,2,1,1,4,1,4,1,4,6,1,6,,4,1,3,4,6,2,"11/1/2017 6:12:17",1.04
500,"C","B","D",9999,3,"NV",4,5,1,3,1,,3,2,"MELTING ICE CAPS",1,2,3,3,3,2,,,,3,3,3,2,3,3,2,1,1,2,4,2,3,999,999,999,2,5,1,5,5,5,4,3,2,2,1,3,1,1,,,4,2,2,3,6,1,"11/1/2017 6:13:21",0.185
501,"C","A","D",9999,1,"WA",4,5,1,1,2,,1,1,"TEMPS ARE WARMER",2,1,1,1,4,1,,,,1,2,2,3,1,2,4,98,1,2,1,1,4,999,999,999,4,5,1,5,5,1,98,4,1,3,1,98,98,1,6,,2,4,4,4,1,2,"11/1/2017 6:17:35",1.96
502,"C","B","D",9999,4,"LA",2,5,1,3,98,,3,2,"NOT SURE",10,2,3,2,3,3,,,,2,2,2,2,3,3,98,98,4,2,98,3,3,999,999,999,3,4,4,4,4,4,2,3,3,3,3,98,1,1,2,,4,2,3,2,4,2,"11/1/2017 6:22:29",0.62
503,"C","A","D",9999,2,"HI",4,1,1,2,1,,1,1,"PEOPLE",8,1,1,3,4,1,,,,2,2,2,1,1,2,1,1,1,1,1,1,98,999,999,999,5,2,2,2,2,2,1,1,1,98,1,4,2,1,3,,3,4,5,3,,1,"11/1/2017 6:32:34",1.1
504,"C","B","D",9999,4,"HI",4,2,98,,,,,,,,,,,,,,,,2,1,1,4,1,2,4,2,1,2,1,1,4,999,999,999,98,1,1,98,1,1,2,4,1,3,2,3,2,5,6,,4,4,4,3,,1,"11/1/2017 6:33:21",0.91
505,"C","A","C",9999,2,"UT",4,5,1,1,1,,2,1,"OBSERVATION",2,1,3,1,2,3,,,,1,1,1,2,1,98,4,4,98,98,1,1,98,999,999,999,98,1,1,2,98,1,1,4,1,98,98,4,4,1,6,,5,2,3,3,5,2,"11/1/2017 7:01:15",1.21
506,"C","A","C",9999,3,"AL",2,5,1,1,2,,2,2,"SCIENTIFIC DATA",4,2,3,3,3,3,,,,2,2,2,1,1,2,1,2,1,2,3,4,1,999,999,999,3,5,1,5,1,1,1,3,2,4,4,1,5,1,1,1,3,2,1,2,6,1,"11/1/2017 7:16:54",0.415
507,"C","B","C",9999,3,"IL",3,2,1,1,2,,1,1,"TREE LEAVES ARE FALLING LATER",3,2,2,1,3,2,,,,1,1,1,4,1,3,2,4,1,2,1,1,3,999,999,999,5,1,2,1,3,2,1,3,1,4,2,4,3,2,4,,5,3,,4,,1,"11/1/2017 7:18:57",0.575
508,"C","A","C",9999,4,"AR",2,5,98,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,98,2,98,2,2,98,999,999,999,3,3,98,2,3,3,98,2,2,98,98,98,98,1,1,2,3,2,98,2,1,2,"11/1/2017 7:20:59",1.07
509,"C","B","C",9999,3,"MO",3,5,1,1,1,,1,1,"ICE CAPS ARE CURRENTLY SHRINKING",1,1,2,1,2,1,,,,1,1,1,1,1,2,2,1,1,98,1,1,98,999,999,999,4,98,1,2,2,2,1,4,1,98,2,3,2,2,1,1,5,1,2,4,2,2,"11/1/2017 7:24:14",1.055
510,"C","A","C",9999,2,"CA",4,1,1,2,2,,4,2,"GLACIER MELTINGS",1,3,3,2,4,1,,,,1,2,3,2,3,4,4,4,1,98,2,2,2,999,999,999,3,98,1,2,2,4,2,4,2,4,1,4,1,9,2,,2,4,3,3,4,1,"11/1/2017 7:28:45",3.01
511,"C","A","C",9999,1,"WA",4,2,1,2,2,,1,1,"CHANGES IN THE WEATHER",3,1,1,1,3,1,,,,1,1,1,1,2,2,2,1,1,1,1,1,98,999,999,999,4,3,1,2,4,1,98,4,1,98,2,4,5,9,6,,2,4,2,3,6,1,"11/1/2017 7:33:32",2.9
512,"C","B","C",9999,4,"SD",3,3,2,,,,,,,,,,,,,1,"CYCLES",2,1,2,2,3,4,4,1,1,1,1,2,4,1,999,999,999,2,5,5,5,5,2,1,4,4,3,1,1,3,1,1,1,2,2,2,2,5,1,"11/1/2017 7:34:51",0.96
513,"C","A","C",9999,2,"CO",4,4,2,,,,,,,,,,,,,1,"LOT OF EVIDENCE THAT SAYS NO",5,2,2,3,3,4,4,4,98,4,4,4,98,98,999,999,999,1,4,5,5,5,5,4,3,4,98,1,4,1,1,2,,4,2,2,2,6,2,"11/1/2017 7:45:29",1.04
514,"C","B","C",9999,1,"NY",1,4,2,,,,,,,,,,,,,2,"NOT SURE",9,2,2,3,1,2,4,2,2,2,98,4,2,2,999,999,999,4,1,1,2,2,1,2,4,1,4,1,4,2,1,1,2,3,1,4,4,,1,"11/1/2017 7:51:22",1.09
515,"C","A","C",9999,3,"WI",3,3,1,2,1,,2,1,"SCIENTIFIC DATA",4,2,1,2,2,2,,,,1,2,2,1,2,4,1,1,1,2,4,2,3,999,999,999,3,5,1,5,5,1,1,4,2,4,4,4,5,1,6,,5,4,3,3,6,1,"11/1/2017 7:55:40",0.185
516,"C","B","C",9999,3,"OR",4,5,1,1,3,98,1,2,"KNOW IT IS I HAVE SEEN IT",2,1,3,4,4,1,,,,1,1,1,1,2,1,1,2,1,4,1,1,4,999,999,999,4,2,2,1,1,1,4,4,1,4,1,4,4,10,6,,5,4,3,3,2,1,"11/1/2017 7:56:21",0.415
517,"C","A","C",9999,3,"CA",4,5,1,1,2,,4,2,"ICE AGES",1,1,4,98,4,1,,,,3,3,3,1,1,1,98,1,1,98,98,98,98,999,999,999,3,1,1,1,5,1,2,1,1,98,1,1,2,9,7,,3,4,98,98,4,1,"11/1/2017 7:57:34",2.115
518,"C","B","C",9999,3,"UT",4,2,1,2,1,,1,1,"GREEN HOUSE GASES",10,1,2,2,2,2,,,,1,1,1,98,1,98,2,1,1,1,1,1,4,999,999,999,5,1,1,1,1,1,2,4,1,4,1,4,6,1,6,,5,4,3,4,4,1,"11/1/2017 8:04:08",0.285
